nr_empenho;nr_liquidac;dia;mes;ano;valor;operacao;historico;existe_contrato;nr_contrato_tce;nr_contrato;ano_contrato;existe_nf;nr_nf;serie_nf;tipo_contrato
0201900004522;00000000000000008277;11;10;2019;975,00;000000000000000000000000000000;"MATERIAL DE PROCESSAMENTO DE DADOS PARA MANUTENCAO DAS ROTINAS DE TRABALHO DO CRAS - BOLSA FAMILIA CONF RD 793 EM ANEXO.  PROCESSO 116/19 EDITAL 64/19 PREGAO 058/19 SRP 033/19";N;0;"                    ";0;S;26186639;890;X
0201900005625;00000000000000008278;9;10;2019;2.786,50;000000000000000000000000000000;"02 DIARIAS A PORTO ALEGRE NO DIA 30 E 31.10.19 PARA PARTICIPAR DO  CURSO ""ALVARA- APLICACAO DA LEI DA LIBERDADE  ECONOMICA, RESOLUCOES CGSIM, LEGISLACOES DE LICENCIAMENTO E COBRANCA DE TAXAS"" NA FAMURS CONF SD 952 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900005627;00000000000000008279;9;10;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A TRES PASSOS NO DIA 15.10.19 PARA PARTICIPAR DO ENCONTRO SOBRE O PROJETO DA NOVA LEI GERAL DE LICITACOES E CONTRATACOES PROMOVIDO PELA DPM EDUCACAO CONF SD 951 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900005569;00000000000000008280;11;10;2019;2.040,00;000000000000000000000000000000;"PO DE PEDRA PARA MANUTENCAO DAS VIAS PUBLICAS URBANAS. CONF OC 158 EM ANEXO.";N;0;"                    ";0;S;4542;"1  ";X
0201900005569;00000000000000008281;11;10;2019;2.040,00;000000000000000000000000000000;"PO DE PEDRA PARA MANUTENCAO DAS VIAS PUBLICAS URBANAS. CONF OC 158 EM ANEXO.";N;0;"                    ";0;S;4543;"1  ";X
0201900005628;00000000000000008282;9;10;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A TRES PASSOS NO DIA 15.10.19 PARA PARTICIPAR DO ENCONTRO SOBRE O PROJETO DA NOVA LEI GERAL DE LICITACOES E CONTRATACOES PROMOVIDO PELA DPM EDUCACAO CONF SD 950 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900005568;00000000000000008283;11;10;2019;1.567,50;000000000000000000000000000000;"CIMENTO PARA CONSTRUCAO PARA MANUTENCAO DAS VIAS PUBLICAS URBANAS. CONF OC 975 EM ANEXO.  PROCESSO No 24/201 9 EDITAL No 13/2019 PREGAO No 13/2019 SRP No 08/2019";N;0;"                    ";0;S;4541;"1  ";X
0201900003541;00000000000000008284;11;10;2019;4.750,00;000000000000000000000000000000;"10 UN. CONSULTA DERMATOLOGICA A PACIENTES ENCAMINHADOS PELO SISTEMA BASICO DE SAUDE CONF RD 288 EM ANEXO.  TERMO DE CREDENCIAMENTO 001/19";S;1;"56                  ";2019;N;0;"   ";C
0201900005114;00000000000000008285;11;10;2019;250,00;000000000000000000000000000000;"MATERIAL PARA ADEQUADA INSTALACAO DE ESTRUTURA DE INTERNET NA E.M.E.I. LAR DA CRIANCA CONF RD 255 EM ANEXO.";N;0;"                    ";0;S;260;"1  ";X
0201900001460;00000000000000008286;11;10;2019;890,50;000000000000000000000000000000;"EXAMES ESPECIALIZADOS E CONSULTAS PARA ATENDER AOS PACIENTES ENCAMINHADOS PELO SISTEMA DE SAUDE DO MUNICIPIO CONF RD 123 EM ANEXO.";N;0;"                    ";0;S;6911;"1  ";X
0201900000187;00000000000000008287;11;10;2019;1.421,50;000000000000000000000000000000;"EXAMES ESPECIALIZADOS PARA ATENDER AOS PACIENTES ENCAMINHADOS PELO SISTEMA DE SAUDE DO MUNICIPIO CONF RD 26 EM ANEXO.   CONF CREDENCIAMENTO.";N;0;"                    ";0;S;6911;"1  ";X
0201900000268;00000000000000008288;11;10;2019;350,00;000000000000000000000000000000;"GAS DE COZINHA 13 KG. PARA OS ESFS NO EXERCICIO 2019 CONF RD 41 E CONTRATO No 01/2019 EM ANEXO NE 264.   PROCESSO No 01/2019 PREGAO 01/2019 EDITAL 01/2019";S;1;"2                   ";2019;S;2308;"11 ";C
0201900005537;00000000000000008289;11;10;2019;1.250,00;000000000000000000000000000000;"RESSARCIMENTO DE CONSULTA/EXAME MEDICO CONF LEI 2613/15 DE ACORDO COM O DECRETO 104/15 CONF RD 454 EM ANEXO.";N;0;"                    ";0;N;0;"   ";X
0201900005534;00000000000000008290;11;10;2019;2.000,00;000000000000000000000000000000;"RESSARCIMENTO DE CONSULTA/EXAME MEDICO CONF LEI 2613/15 DE ACORDO COM O DECRETO 104/15 CONF RD 456 EM ANEXO.";N;0;"                    ";0;N;0;"   ";X
0201900005586;00000000000000008291;11;10;2019;232,50;000000000000000000000000000000;"IMPRESSAO DE PLANTAS DO PPCI DA E.M.E.F. GETULIO VARGAS CONF RD 275 EM ANEXO.";N;0;"                    ";0;S;18;"1  ";X
0201900005182;00000000000000008292;11;10;2019;3.000,00;000000000000000000000000000000;"ALUGUEL SOCIAL DE UM IMOVEL RESIDENCIAL PARA UMA FAMILIA CARENTE CONF RD 931 EM ANEXO.  PROCESSO 146/19 DISPENSA 61/19   VALOR MENSAL R$ 600,00";N;0;"                    ";0;X;0;"   ";X
0201900005393;00000000000000008293;11;10;2019;750,00;000000000000000000000000000000;"MATERIAL DE PROTECAO E SEGURANCA PARA OS SERVICOS DE CORTE DE GRAMA CONF RD 156 EM ANEXO.";N;0;"                    ";0;S;20243;"1  ";X
0201900005411;00000000000000008294;11;10;2019;1.000,00;000000000000000000000000000000;"MAO DE OBRA PARA MANUTENCAO DE INFRAESTRUTURA PREDIAL DO PALACIO MUNICIPAL CONF RD 100 EM ANEXO.";N;0;"                    ";0;S;12;"1  ";X
0201900004298;00000000000000008295;11;10;2019;12.075,00;000000000000000000000000000000;"OXIGENIO MEDICINAL A PACIENTES EM TRATAMENTO PELO SISTEMA BASICO DE SAuDE DO MUNICIPIO CONF RD 706 EM ANEXO.  PROCESSO 21/19 PREGAO 12/19 SRP 07/19 EDITAL 12/19";N;0;"                    ";0;S;31957;293;X
0201900005610;00000000000000008296;11;10;2019;700,00;000000000000000000000000000000;"OLEO PARA MANUTENCAO DO APARELHO COMPRESSOR DO PARQUE DE MAQUINAS CONF MEM. 053 EM ANEXO.  NE REEMPENHADA DA NE 5394";N;0;"                    ";0;S;26292803;890;X
0201900005590;00000000000000000000;9;10;2019;2.903,50;000000000000000000000000000000;"SERVIDOR NAO IRA MAIS REALIZAR O CURSO CONF MEM. 112/19";N;0;"                    ";0;N;0;"   ";X
0201900004474;00000000000000008297;11;10;2019;7.700,00;000000000000000000000000000000;"MONITOR LED PARA O SETOR DE TI CONF RD 772 EM ANEXO.  PROCESSO No110/19 EDITAL No 59/19 PREGAO No 55/19 SRP No 32/19  PATRIM. No";N;0;"                    ";0;S;88;"1  ";X
0201900004547;00000000000000008298;11;10;2019;4.100,00;000000000000000000000000000000;"MATERIAL DE PROCESSAMENTO DE DADOS PARA MANUTENCAO DAS ROTINAS DE TRABALHO DO SETOR DE TI CONF RD 808 EM ANEXO.  PROCESSO No 110/19 EDITAL No 59/19 PREGAO No 55/19 SRP No 32/19";N;0;"                    ";0;S;89;"1  ";X
0201900005567;00000000000000000000;9;10;2019;2.786,50;000000000000000000000000000000;"SERVIDOR NAO IRA MAIS REALIZAR O CURSO CONF MEM. 22/19";X;0;"                    ";0;X;0;"   ";X
0201900004850;00000000000000008299;11;10;2019;5.900,00;000000000000000000000000000000;"MATERIAL PERMANENTE PARA A SECR. DE ADMINISTRACAO E SETORES CONF RD 848 EM ANEXO.  PROCESSO No 110/19 EDITAL No 59/19 PREGAO No 55/19 SRP No 32/19";N;0;"                    ";0;S;87;"1  ";X
0201900005521;00000000000000008300;11;10;2019;900,00;000000000000000000000000000000;"MATERIAIS DE INFORMATICA PARA O SETOR DE INFORMATICA CONF RD 960 EM ANEXO.  PROCESSO 116/19 EDITAL 64/19 PREGAO 58/19 SRP 33/19";N;0;"                    ";0;S;2869;"1  ";X
0201900005633;00000000000000008301;10;10;2019;3.050,00;000000000000000000000000000000;"01 TAXA DE INSCRICAO PARA A SERVIDORA FLAVIA B. DE LIMA PARTICIPAR DE CURSO REGIME PROPRIO DE PREVIDENCIA SOCIAL (RPPS) CONTABILIZACAO E PECULIARIDADES CONF RD 29 E DOC. 28292150000004262 EM ANEXO.";N;0;"                    ";0;N;0;"   ";X
0201900005635;00000000000000008302;10;10;2019;2.786,50;000000000000000000000000000000;"02 DIARIAS A PORTO ALEGRE NOS DIAS 15 E 16.10.19 PARA PARTICIPAR DO CURSO ""REGIME PROPRIO DE PREVIDENCIA SOCIAL (RPPS) CONTABILIZACAO E PECULIARIDADES"",JUNTO AO IGAM CONF SD 958 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900000197;00000000000000008303;14;10;2019;552,00;000000000000000000000000000000;"SERVICOS DE ENVIO DE CORRESPONDENCIAS DE INTERESSE DA ADMINISTRACAO MUNICIPAL NO EXERCICIO DE 2019.";N;0;"                    ";0;S;794773;"0  ";X
0201900005520;00000000000000008304;14;10;2019;6.300,00;000000000000000000000000000000;"MATERIAIS DE INFORMATICA PARA A SECRETARIA DA FAZENDA E SETORES CONF RD 961 EM ANEXO.  PROCESSO 116/19 EDITAL 64/19 PREGAO 58/19 SRP 33/19";N;0;"                    ";0;S;2870;"1  ";X
0201900005016;00000000000000008305;14;10;2019;82.750,00;000000000000000000000000000000;"SERVICOS MEDICOS PARA ATENDIMENTO JUNTO AS UNIDADES BASICAS DE SAUDE ESF1 E ESF2 CONF RD 879 EM ANEXO.  PROCESSO No 122/19 EDITAL No 67/19 PREGAO No 61/19 SRP No 34/19";N;0;"                    ";0;S;201920;"0  ";X
0201900004434;00000000000000008306;14;10;2019;11.000,00;000000000000000000000000000000;"LOCACAO DE BRINQUEDOS INFLAVEIS PARA A PROGRAMACAO DAS FESTIVIDADES DA SEMANA DO MUNICIPIO CONF RD 742 EM ANEXO.  PROCESSO No 124/19 DISPENSA No 48/19";N;0;"                    ";0;S;23;"T1 ";X
0201900004799;00000000000000008307;14;10;2019;7.500,00;000000000000000000000000000000;"SONORIZACAO COM ILUMINACAO DE PALCO PARA AS ATIVIDADES DA ""ACAO LEGAL"" E SHOW HUMORISTICO ""BADIN O COLONO"" EVENTOS DAS FESTIVIDADES DA SEMANA DA PATRIA E SEMANA DO MUNICIPIO CONF RD 210 EM ANEXO.";N;0;"                    ";0;S;30;"1  ";X
0201900005135;00000000000000008308;14;10;2019;535,00;000000000000000000000000000000;"MATERIAIS DE LIMPEZA E HIGIENE PARA MANUTENCAO DA EDUCACAO INFANTIL. CONF OC 914 EM ANEXO.  PROCESSO No 86/2019 EDITAL No 49/2019 PREGAO 46/2019 SRP 28/2019";N;0;"                    ";0;S;21066;"1  ";X
0201900005136;00000000000000008309;14;10;2019;535,00;000000000000000000000000000000;"MATERIAL DE LIMPEZA E HIGIENE PARA MANUTENCAO DO ENSINO FUNDAMENTAL. CONF OC 915 EM ANEXO.   PROCESSO No 86/2019 EDITAL No 49/2019 PREGAO 46/2019 SRP 28/2019";N;0;"                    ";0;S;21067;"1  ";X
0201900005572;00000000000000008310;14;10;2019;376,00;000000000000000000000000000000;"PECAS PARA MANUTENCAO DA FROTA DO TRANSPORTE ESCOLAR CONF OC 972 EM ANEXO.   PROCESSO No 100/2019 EDITAL No 54/2019 PREGAO No 51/2019 SRP No 31/2019";N;0;"                    ";0;S;9349;"2  ";X
0201900005572;00000000000000008311;14;10;2019;1.765,00;000000000000000000000000000000;"PECAS PARA MANUTENCAO DA FROTA DO TRANSPORTE ESCOLAR CONF OC 972 EM ANEXO.   PROCESSO No 100/2019 EDITAL No 54/2019 PREGAO No 51/2019 SRP No 31/2019";N;0;"                    ";0;S;9347;"2  ";X
0201900005572;00000000000000008312;14;10;2019;4.075,00;000000000000000000000000000000;"PECAS PARA MANUTENCAO DA FROTA DO TRANSPORTE ESCOLAR CONF OC 972 EM ANEXO.   PROCESSO No 100/2019 EDITAL No 54/2019 PREGAO No 51/2019 SRP No 31/2019";N;0;"                    ";0;S;9348;"2  ";X
0201900005561;00000000000000008313;14;10;2019;168,00;000000000000000000000000000000;"MATERIAL PARA MELHORIAS NO PARQUE DA E.M.E.I. LAR DA CRIANCA CONF CONTRATO No 86/19 E TERMO ADITIVO 001/19 EM ANEXO.   PROCESSO No 135/19 EDITAL No 72/19 PREGAO No 66/19";S;86;"93                  ";2019;S;3531;"1  ";C
0201900005003;00000000000000008314;14;10;2019;10.000,00;000000000000000000000000000000;"MUSICAL INFANTIL ""JARDIM DE CATAVENTOS"" PARA A PROGRAMACAO ALUSIVA AO DIA DA CRIANCA CONF RD 245 EM ANEXO.";N;0;"                    ";0;S;89;"0  ";X
0201900005429;00000000000000008315;14;10;2019;7.700,00;000000000000000000000000000000;"SQUEEZE DE ALUMINIO PARA MIMO AOS SERVIDORES DA SECR. DE EDUCACAO EM COMEMORACAO AO DIA DO SERVIDOR PUBLICO CONF RD 262 EM ANEXO.";N;0;"                    ";0;S;1401;"1  ";X
0201900002992;00000000000000008316;15;10;2019;2.280,00;000000000000000000000000000000;"MONTAGEM E BALANCEAMENTO DE PNEUS DOS VEICULOS DA FROTA DA SAUDE CONF RD 474 EM ANEXO.  PROCESSO 60/19 EDITAL 32/19 PREGAO 30/19 SRP 20/19";N;0;"                    ";0;S;14;"1  ";X
0201900005570;00000000000000008317;15;10;2019;6.970,00;000000000000000000000000000000;"CONSERTO DE PNEUS, MONTAGEM E BALANCEAMENTO DOS VEICULOS DOS PSFS CONF RD 974 EM ANEXO.  PROCESSO 60/19 EDITAL 32/19 PREGAO 30/19 SRP 20/19";N;0;"                    ";0;S;14;"1  ";X
0201900005029;00000000000000008318;15;10;2019;6.485,00;000000000000000000000000000000;"TRANSPORTE DE PACIENTES PARA REALIZAR CONSULTAS E EXAMES EM MUNICIPIOS DA REGIAO CONF OC 883 EM ANEXO.  PROCESSO 84/19 PREGAO 045/19 SRP 27/19";N;0;"                    ";0;S;185;"1  ";X
0201900005571;00000000000000008319;15;10;2019;14.476,50;000000000000000000000000000000;"TRANSPORTE DE PACIENTES PARA REALIZAR CONSULTAS E EXAMES EM MUNICIPIOS DA REGIAO CONF OC 973 EM ANEXO.  PROCESSO 84/19 PREGAO 045/19 SRP 27/19";N;0;"                    ";0;S;185;"1  ";X
0201900005581;00000000000000008320;15;10;2019;850,00;000000000000000000000000000000;"MATERIAL PARA CONSERTODO VEICULO VOYAGE IXW 9A46 CONF RD 460 EM ANEXO.  NE 5581 = R$ 170,00  NE 5582 = R$  90,00";N;0;"                    ";0;S;51132;"1  ";X
0201900005582;00000000000000008321;15;10;2019;450,00;000000000000000000000000000000;"MAO DE OBRA PARA CONSERTO DO VEICULO VOYAGE IXW 9A46 CONF RD 460 EM ANEXO NE 5581.";N;0;"                    ";0;S;2711;"0  ";X
0201900005608;00000000000000008322;15;10;2019;2.250,00;000000000000000000000000000000;"RESSARCIMENTO DE CONSULTA/EXAME MEDICO CONF LEI 2613/15 DE ACORDO COM O DECRETO 104/15 CONF RD 468 EM ANEXO.";N;0;"                    ";0;S;13;"0  ";X
0201900005597;00000000000000008323;15;10;2019;517,00;000000000000000000000000000000;"MATERIAIS PARA MANUTENCAO DE INFRAESTRUTURA PREDIAL DA SECR. DE SAUDE CONF RD 467 EM ANEXO.";N;0;"                    ";0;S;35;"1  ";X
0201900005595;00000000000000008324;15;10;2019;900,00;000000000000000000000000000000;"RESSARCIMENTO DE CONSULTA/EXAME MEDICO CONF LEI 2613/15 DE ACORDO COM O DECRETO 104/15 CONF RD 465 EM ANEXO.";N;0;"                    ";0;S;2102;"0  ";X
0201900005535;00000000000000008325;15;10;2019;1.948,50;000000000000000000000000000000;"MEDICAMENTO PARA TRATAMENTO DE SAUDE DE PACIENTES ATENDIDOS NA REDE BASICA CONF RD 452 EM ANEXO.  03 LT. PREGOMIM PEPTI X R$ 129,90";N;0;"                    ";0;S;54397;"1  ";X
0201900005596;00000000000000008326;15;10;2019;3.000,00;000000000000000000000000000000;"MATERIAL HOSPITALAR PARA MANUTENCAO DOS ATENDIMENTOS A PACIENTES DA REDE BASICA DE  SAUDE CONF RD 466 EM ANEXO.";N;0;"                    ";0;S;63422;"1  ";X
0201900001974;00000000000000008327;15;10;2019;3.000,00;000000000000000000000000000000;"PRESTACAO DE SERVICOS DE COMUNICACAO ATRAVES DE INFORMATIVO MUNICIPAL PARA DIVULGACAO    DE AVISOS E MATERIAS DE INTERESSE PUBLICO. CONF CONTRATO No 45/17 E TERMO ADITIVO 002/19.  PROCESSO 76/2017 DISPENSA 42/2017   VIGENCIA 05.03.20";S;45;"49                  ";2017;S;9402;"U  ";C
0201900005623;00000000000000008328;15;10;2019;3.990,00;000000000000000000000000000000;"02 TAXA DE INSCRICAO PARA OS SERVIDORES FLAVIO E CRISTIANO NO CURSO ""ALVARA- AP LICACAO DA LEI DA LIBERDADE ECONOMICA, RESOLUCOES CGSIM, LEGISLACOES D E LICENCIAMENTO E COBRANCA DE TAXAS"" QUE SERA REALIZADO NOS DIAS 30 E 31.10.19 EM PORTO ALEGRE-RS, CONF RD 984 EM ANEXO.";N;0;"                    ";0;N;0;"   ";X
0201900001483;00000000000000008329;15;10;2019;970,00;000000000000000000000000000000;"CESTAS BASICAS PARA FORNECIMENTO DE BENEFICIOS EVENTUAIS A FAMILIAS EM SITUACAO DE VULNERABILIDADE SOCIAL CONF RD 260 E CONTRATO No 29/2019 EM ANEXO NE 1480.  PROCESSO No 30/19 EDITAL No 16/19 PREGAO No 16/19";S;29;"32                  ";2019;S;1732;"1  ";C
0201900000764;00000000000000008330;15;10;2019;437,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR PARA MERENDA ESCOLAR NO EXERCICIO 2019 CONF RD 95 E CONTRATO No 012/2019 EM ANEXO.  PROCESSO No 05/19 EDITAL DE CHAMADA PUBLICA No 01/19 DISPENSA No 01/19";S;12;"15                  ";2019;S;255384;197;C
0201900000767;00000000000000008331;15;10;2019;762,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR PARA MERENDA ESCOLAR NO EXERCICIO 2019 CONF RD 97 E CONTRATO No 010/2019 EM ANEXO.  PROCESSO No 05/19 EDITAL DE CHAMADA PUBLICA No 01/19 DISPENSA No 01/19";S;10;"13                  ";2019;S;113118;193;C
0201900000768;00000000000000008332;15;10;2019;70,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR PARA MERENDA ESCOLAR NO EXERCICIO 2019 CONF RD 98 E CONTRATO No 010/2019 EM ANEXO NE 767.  PROCESSO No 05/19 EDITAL DE CHAMADA PUBLICA No 01/19 DISPENSA No 01/19";S;10;"13                  ";2019;S;113119;193;C
0201900002978;00000000000000008333;15;10;2019;5.467,50;000000000000000000000000000000;"FILTROS DE AR, COMBUSTIVEL E LUBRIFICANTE PARA MANUTENCAO DA FROTA DO TRANSPORTE ESCOLAR CONF RD 467 EM ANEXO.  PROCESSO No 71/19 EDITAL No 40/19 PREGAO No 37/19 SRP 25/19";N;0;"                    ";0;S;2337;"11 ";X
0201900000270;00000000000000008334;15;10;2019;700,00;000000000000000000000000000000;"GAS DE COZINHA 13 KG. PARA A E.M.E.I. LAR DA CRIANCA NO EXERCICIO 2019 CONF RD 43 E CONTRATO No 01/2019 EM ANEXO NE 264.   PROCESSO No 01/2019 PREGAO 01/2019 EDITAL 01/2019";S;1;"2                   ";2019;S;2309;"11 ";C
0201900005636;00000000000000008335;15;10;2019;405,00;000000000000000000000000000000;"MATERIAL PARA CONFECCAO DE ENFEITES E ADORNOS NATALINOS CONF RD 49 EM ANEXO.  NE 5636 = R$    81,00  NE 5637 = R$    40,47  NE 5638 = R$ 1.461,00";N;0;"                    ";0;S;719;"1  ";X
0201900005638;00000000000000008336;15;10;2019;7.305,00;000000000000000000000000000000;"MATERIAL PARA CONFECCAO DE ENFEITES E ADORNOS NATALINOS CONF RD 49 EM ANEXO NE 5636.";N;0;"                    ";0;S;26376455;890;X
0201900000790;00000000000000008337;15;10;2019;1.200,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR PARA MERENDA ESCOLAR NO EXERCICIO 2019 CONF RD 121 E CONTRATO No 006/2019 EM ANEXO.  PROCESSO No 05/19 EDITAL DE CHAMADA PUBLICA No 01/19 DISPENSA No 01/19";S;6;"9                   ";2019;S;1122;"1  ";C
0201900000864;00000000000000008338;15;10;2019;14.086,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DA MERENDA ESCOLAR, AOS ALUNOS DA REDE BASICA DE EDUCACAO CONF RD 158 E CONTRATO No 015/2019 EM ANEXO NE 863.  PROCESSO No 09/19 EDITAL No 06/19 PREGAO No 06/19";S;15;"18                  ";2019;S;1672;"1  ";C
0201900000864;00000000000000008339;15;10;2019;2.137,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DA MERENDA ESCOLAR, AOS ALUNOS DA REDE BASICA DE EDUCACAO CONF RD 158 E CONTRATO No 015/2019 EM ANEXO NE 863.  PROCESSO No 09/19 EDITAL No 06/19 PREGAO No 06/19";S;15;"18                  ";2019;S;1688;"1  ";C
0201900000876;00000000000000008340;15;10;2019;10.298,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DA MERENDA ESCOLAR AOS ALUNOS DA REDE DE EDUCACAO BASICA CONF RD 161 E CONTRATO No 014/2019 EM ANEXO.  PROCESSO No 09/19 EDITAL No 06/19 PREGAO No 06/19";S;14;"17                  ";2019;S;3996;"1  ";C
0201900000877;00000000000000008341;15;10;2019;1.479,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DA MERENDA ESCOLAR AOS ALUNOS DA REDE DE EDUCACAO BASICA CONF RD 162 E CONTRATO No 014/2019 EM ANEXO NE 876.  PROCESSO No 09/19 EDITAL No 06/19 PREGAO No 06/19";S;14;"17                  ";2019;S;4012;"1  ";C
0201900000783;00000000000000008342;15;10;2019;2.500,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR PARA MERENDA ESCOLAR NO EXERCICIO 2019 CONF RD 114 E CONTRATO No 005/2019 EM ANEXO NE 781.  PROCESSO No 05/19 EDITAL DE CHAMADA PUBLICA No 01/19 DISPENSA No 01/19";S;5;"8                   ";2019;S;782198;192;C
0201900000785;00000000000000008343;15;10;2019;3.655,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR PARA MERENDA ESCOLAR NO EXERCICIO 2019 CONF RD 11 E CONTRATO No 003/2019 EM ANEXO NE 784.  PROCESSO No 05/19 EDITAL DE CHAMADA PUBLICA No 01/19 DISPENSA No 01/19";S;3;"6                   ";2019;S;376720;196;C
0201900002456;00000000000000006516;26;8;2019;30.160,50;000000000000000000000000000000;"ATERRO LICENCIADO PARA RECEBIMENTO DE RESIDUOS SOLIDOS DO MUNICIPIO DE INDEPENDENCIA CONF CONTRATO No 033/2018.  PROCESSO 45/18 INEXIGIBILIDADE 04/18";S;33;"47                  ";2018;S;891;"1  ";C
0201900000247;00000000000000006517;26;8;2019;11,50;000000000000000000000000000000;"RETENCAO AO PASEP 1%   FPM...............R$  ITR...............R$   FEP...............R$   ICMS EXP..........R$   FEX. CEX..........R$   AFM-APOIO.........R$";N;0;"                    ";0;X;0;"   ";X
0201900003845;00000000000000006518;26;8;2019;470,50;000000000000000000000000000000;"AQUISICAO DE LAMPADAS PARA MANUTENCAO DO ENSINO FUNDAMENTAL. CONF OC 666 EM ANEXO.  PROCESSO No 86/2019 EDITAL No 49/2019 PREGAO 46/2019 SRP 28/2019";N;0;"                    ";0;S;15082;"1  ";X
0201900003844;00000000000000006519;26;8;2019;470,50;000000000000000000000000000000;"LAMPADAS PARA MANUTENCAO DA EDUCACAO INFANTIL. CONF OC 665 EM ANEXO.  PROCESSO No 86/2019 EDITAL No 49/2019 PREGAO 46/2019 SRP 28/2019";N;0;"                    ";0;S;15083;"1  ";X
0201900004348;00000000000000006520;26;8;2019;362,50;000000000000000000000000000000;"MATERIAL DE EXPEDIENTE PARA MANUTENCAO DAS ATIVIDADES DO ENSINO FUNDAMENTAL CONF RD 727 EM ANEXO.  PROCESSO No 91/19 EDITAL No 50/19 PREGAO No 47/19 SRP No 29/19";N;0;"                    ";0;S;15084;"1  ";X
0201900004349;00000000000000006521;26;8;2019;251,00;000000000000000000000000000000;"MATERIAL DE EXPEDIENTE PARA MANUTENCAO DAS ATIVIDADES DA EDUCACAO INFANTIL CONF RD 728 EM ANEXO.  PROCESSO No 91/19 EDITAL No 50/19 PREGAO No 47/19 SRP No 29/19";N;0;"                    ";0;S;15085;"1  ";X
0201900004388;00000000000000006522;26;8;2019;1.496,00;000000000000000000000000000000;"CORREIA DO MOTOR PARA SUBSTITUICAO NA RETRO No 94 CONF RD 067 EM ANEXO.";N;0;"                    ";0;S;2925;"1  ";X
