orgao;uniorcam;funcao;subfuncao;programa;projativ;ndo;ndo_f;rv;contrapartida;nr_empenho;dia;mes;ano;valor;credor;cp;reg_preco;nr_licitacao;ano_licitacao;historico;forma_contrat;base_legal;desp_func;licit_compart;cnpj_gerenciador;ano_empenho
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000070;2;1;2019;3.282,00;4560;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0793. 041-1 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000071;2;1;2019;5.219,00;5022;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 664-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000072;2;1;2019;4.119,00;4997;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 206-2 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000073;2;1;2019;3.282,00;5007;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 166-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000074;2;1;2019;3.516,50;5019;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 743-3 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000075;2;1;2019;5.226,50;5029;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 725-5 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000076;2;1;2019;3.217,50;5034;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 100-7 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000077;2;1;2019;3.925,00;4534;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 764-6 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000078;2;1;2019;3.217,50;5001;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 150-3 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000079;2;1;2019;3.282,00;5016;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 221-6 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000080;2;1;2019;3.217,50;5012;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 143-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000081;2;1;2019;4.447,00;4996;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 770-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000082;2;1;2019;4.318,00;5010;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 137-6 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000083;2;1;2019;3.282,00;5031;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 681-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000084;2;1;2019;4.807,50;5036;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 755-7 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000085;2;1;2019;3.217,50;5028;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 110-4 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000086;2;1;2019;3.285,50;5023;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 650-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000087;2;1;2019;3.282,00;5017;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 734-4 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000088;2;1;2019;3.282,00;5000;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 709-3 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000089;2;1;2019;3.900,00;5032;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 739-5 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000090;2;1;2019;3.282,00;5020;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 713-1 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000091;2;1;2019;3.217,50;4994;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 812-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000092;2;1;2019;3.803,00;5021;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 695-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000093;2;1;2019;3.282,00;5024;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 727-1 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000094;2;1;2019;3.282,00;4998;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 676-3 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000094;27;2;2019;2.871,50;4998;0;N;0;0;"DEVOLUCAO DO BOLETO PAGO, EM VIRTUDE DO CONTRATO TER SIDO QUITADO TODO O SALDO DEVEDOR EM 08/02/2019.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000095;2;1;2019;3.217,50;3793;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 776-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000096;2;1;2019;4.105,50;5026;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 819-7 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000097;2;1;2019;3.735,50;5018;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 194-5 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000098;2;1;2019;3.217,50;5013;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 188-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000098;27;8;2019;1.072,50;5013;0;N;0;0;"CONTRATO QUITADO JUNTO A CAIXA CONF RECIBO EM ANEXO.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000099;2;1;2019;3.282,00;5002;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 235-6 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000100;2;1;2019;3.217,50;5033;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 789-1 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000101;2;1;2019;6.526,50;5006;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 759-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000102;2;1;2019;4.183,00;5004;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 701-8 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000103;2;1;2019;3.282,00;5008;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 124-4 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000104;2;1;2019;6.565,00;5027;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 105-8 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000105;2;1;2019;3.282,00;5037;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 741-7 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000106;2;1;2019;3.217,50;4999;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 210-0 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000107;2;1;2019;3.282,00;5005;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 795-6 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000108;2;1;2019;3.539,00;153;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0796. 156-2 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000109;2;1;2019;4.434,50;5030;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 687-9 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;903;16;482;16;2089;339048010300000;"33 90 48 01 03 00 00";1;0;0201900000110;2;1;2019;5.432,00;5009;0;N;0;0;"AUXILIO  NOS TERMOS DAS LEIS No2116/09 E 2288/11 E CONTRATO No 6.5555.0795. 821-9 REF. EXERCICIO 2019. PARC. No /120.";NSA;6;X;X;00000000000000;2019
9;902;8;243;11;2079;339039530000000;"33 90 39 53 00 00 00";1;0;0201900000111;2;1;2019;44.000,00;6917;0;N;65;2018;"INTERNACAO  DE  MENOR  DE  IDADE  EM SITACAO DE VULNERABILIDADE SOCIAL CONF CONTRATO No 109/2018 E ADITIVO 001/2018 EM ANEXO. PROCESSO 146/18 DISPENSA 65/18 VIGENCIA 28.06.19";DPV;1;X;X;00000000000000;2019
9;902;8;243;11;2079;339039530000000;"33 90 39 53 00 00 00";1;0;0201900000111;14;2;2019;36.743,00;6917;0;N;65;2018;"POR ALTA ADMINISTRATIVA DO ADOLESCENTE CFE. MEMO 11/2019";DPV;1;X;X;00000000000000;2019
8;801;10;302;8;2063;337170010000000;"33 71 70 01 00 00 00";40;0;0201900000112;2;1;2019;247.752,50;451;0;N;0;0;"RATEIO  PARA MANUTENCAO DA UPA PORTE II CONFORME CONTRATO DE RATEIO 01/2018 ENTRE COFRON,  FUMSSAR, SANTA ROSA E INDEPENDENCIA E LEI MUNICIPAL 2141/10.  VALOR MENSAL = R$ 4.129,21";NSA;6;X;X;00000000000000;2019
8;801;10;303;8;2067;337170010000000;"33 71 70 01 00 00 00";40;0;0201900000113;2;1;2019;39.544,50;451;0;N;0;0;"RATEIO  PARA MANUTENCAO DO SAMU AVANCADO CONFORME CONTRATO DE RATEIO 001/18 ENTRE  COFRON,      FUMSSAR,  SANTA  ROSA  E  INDEPENDENCIA E LEI MUNICIPAL 2141/10. VALOR MENSAL = R$ 659,08";NSA;6;X;X;00000000000000;2019
11;1101;4;122;0;2;337170010000000;"33 71 70 01 00 00 00";1;0;0201900000114;2;1;2019;74.067,00;451;0;N;0;0;"CONTRIBUICAO  MENSAL  DE  CONSORCIADO  CODIS/COFRON  PARA O EXERCICIO 2019. CONF. CONTRATO DE RATEIO 007/19 EM ANEXO. VALOR MENSAL = R$ 1.234,45";NSA;6;X;X;00000000000000;2019
9;902;8;241;11;2076;339039530000000;"33 90 39 53 00 00 00";1;0;0201900000115;2;1;2019;60.360,00;4813;0;N;4;2015;"INTERNACAO  DE  IDOSO  NO  LAR  DA  VELHICE CONF CONTRATO No 177/15 ADITIVO 002/2018  EM  ANEXO.        PROCESSO  172/2015  INEXIGIBILIDADE  004/15 VIGENCIA 01.01.20 VALOR MENSAL = R$ 1.006,00";PRI;1;X;N;00000000000000;2019
8;801;10;303;8;2066;339039509900000;"33 90 39 50 99 00 00";40;0;0201900000116;2;1;2019;112.500,00;6366;0;N;9;2017;"ACOLHIMENTO  DE  PACIENTES  PARA  TRATAMENTO  PSIQUIATRICO CONF CONTRATO No 89/17 E TERMO ADITIVO 001/18 EM ANEXO. PROCESSO 127/17 INEXIGIBILIDADE 09/17 VIGENCIA 25.12.19";PRI;1;X;N;00000000000000;2019
3;301;4;131;1;2012;339039900000000;"33 90 39 90 00 00 00";1;0;0201900000117;2;1;2019;20.000,00;266;0;N;0;0;"PUBLICACOES  DE  MATERIAS  DE  INTERESSE  PUBLICO E LEGAIS DA ADMINISTRACAO MUNICIPAL  REFERENTE  AOS  PROCESSOS  LICITATORIOS, EM JORNAL DE CIRCULACAO REGIONAL CONF PEDIDO EM ANEXO.";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339039900000000;"33 90 39 90 00 00 00";1;0;0201900000117;26;4;2019;500,00;266;0;N;0;0;"PARTE ESTORNADA PAR AEFETUAR EMPENHO PRO DIARIO OFICIAL DA UNIAO.";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339039900000000;"33 90 39 90 00 00 00";1;0;0201900000118;2;1;2019;10.000,00;5360;0;N;0;0;"PUBLICACOES  DE  MATERIAS  DE  INTERESSE  PUBLICO E LEGAIS DA ADMINISTRACAO MUNICIPAL  REFERENTE  AOS PROCESSOS LICITATORIOS PARA O EXERCICIO 2019 CONF PEDIDO EM ANEXO.";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339039900000000;"33 90 39 90 00 00 00";1;0;0201900000118;25;10;2019;5.000,00;5360;0;N;0;0;"por nao ter necessidade no presente exercicio";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339039900000000;"33 90 39 90 00 00 00";1;0;0201900000119;2;1;2019;30.000,00;756;0;N;0;0;"PUBLICACOES    NO    DIARIO  OFICIAL  DO  ESTADO  REFERENTE  AOS  PROCESSOS LICITATORIOS PARA O EXERCICIO 2019 CONF PEDIDO EM ANEXO.";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339039900000000;"33 90 39 90 00 00 00";1;0;0201900000119;25;10;2019;5.250,00;756;0;N;0;0;"por nao ter necessidade no presente exercicio";DPV;1;X;X;00000000000000;2019
3;301;4;122;1;2003;339039430000000;"33 90 39 43 00 00 00";1;0;0201900000120;2;1;2019;2.715,50;1169;0;N;0;0;"TARIFA  DE  ENERGIA  ELETRICA UTILIZADA NO PREDIO DO PALACIO MUNICIPAL REF. EXERCICIO 2019. MES: FAT. No: No CONOSCO: 3082467685 CONSUMO: NE COMPLEMENTAR A NE 47";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339040050000000;"33 90 40 05 00 00 00";1;0;0201900000121;2;1;2019;19.461,00;5737;0;N;11;2015;"LOCACAO  DE  CENTRAL  TELEFONICA  DIGITAL PARA MANUTENCAO DAS ATIVIDADES DE COMUNICACAO   CONF CONTRATO No  15/15 E ADITIVO 001/18. PROCESSO 019/15 DISPENSA 011/15 VIGENCIA 01.07.19";DPV;1;X;X;00000000000000;2019
4;401;4;123;1;2015;339035010000000;"33 90 35 01 00 00 00";1;0;0201900000122;2;1;2019;2.058,00;5964;0;N;11;2017;"ASSESSORIA  PARA APURACAO DO INDICE DE RETORNO NO RECOLHIMENTO DO ICMS CONF CONTRATO No 004/2017 E ADITIVO 001/18 EM ANEXO. VIGENCIA 19.01.19";DPV;1;X;X;00000000000000;2019
8;801;10;301;6;2059;339039780000000;"33 90 39 78 00 00 00";40;0;0201900000123;2;1;2019;6.231,00;5419;0;N;31;2017;"SERVICO  DE RECOLHIMENTO, TRANSPORTE E DESTINACAO FINAL DE LIXO CONTAMINADO GRUPO  A  E  E,      DOS ESFS CONF CONTRATO No 009/2017 E ADITIVO 001/18 EM ANEXO. PROCESSO 51/17 DISPENSA 31/17 VIGENCIA: 02.02.19";DPV;1;X;X;00000000000000;2019
3;301;4;122;1;2003;339039770000000;"33 90 39 77 00 00 00";1;0;0201900000124;2;1;2019;1.000,00;5383;0;N;81;2017;"MONITORAMENTO  ATRAVES DE CENTRAL DE ALARMES DO PREDIO DO PALACIO MUNICIPAL CONF CONTRATO No 136/2017 E ADITIVO 001/18. PROCESSO 184/17 DISPENSA 81/17 VIGENCIA 28.02.19";DPV;1;X;X;00000000000000;2019
3;301;4;131;1;2012;339039920000000;"33 90 39 92 00 00 00";1;0;0201900000125;2;1;2019;6.400,00;1184;0;N;42;2017;"PRESTACAO  DE SERVICOS DE COMUNICACAO ATRAVES DE INFORMATIVO MUNICIPAL PARA DIVULGACAO      DE AVISOS E MATERIAS DE INTERESSE PUBLICO. CONF CONTRATO No 45/17 E TERMO ADITIVO 001/18. PROCESSO 76/2017 DISPENSA 42/2017 VIGENCIA 05.03.19";DPV;1;X;X;00000000000000;2019
2;203;4;122;1;2006;339035010000000;"33 90 35 01 00 00 00";1;0;0201900000126;2;1;2019;116.509,50;264;0;N;22;2017;"ASSESSORIA  TECNICA  E  JURIDICA PRESTADAS AO MUNICIPIO CONF ADITIVO 001/18 CONTRATO 207/17. PROCESSO 285/17 INEXIGIBILIDADE 22/17 VIGENCIA 21.11.19";PRI;1;X;N;00000000000000;2019
3;301;4;126;1;2011;339035040000000;"33 90 35 04 00 00 00";1;0;0201900000127;2;1;2019;1.210,00;5821;0;N;1;2018;"CONSULTORIA  NA  AREA  DE TI PARA SUPORTE E MONITORAMENTO CENTRALIZADO CONF CONTRATO No 001/18. PROCESSO 06/2018 DISPENSA 01/2018 VIGENCIA 11.01.19";DPV;1;X;X;00000000000000;2019
7;702;15;452;10;2042;339039780000000;"33 90 39 78 00 00 00";1;0;0201900000128;2;1;2019;65.000,00;6699;0;N;4;2018;"ATERRO  LICENCIADO  PARA  RECEBIMENTO  DE  RESIDUOS SOLIDOS DO MUNICIPIO DE INDEPENDENCIA CONF CONTRATO No 033/2018. PROCESSO 45/18 INEXIGIBILIDADE 04/18 VIGENCIA 07.03.19";PRI;1;X;N;00000000000000;2019
3;301;4;122;1;2010;339039050000000;"33 90 39 05 00 00 00";1;0;0201900000129;2;1;2019;26.600,00;3725;0;N;55;2018;"ELABORACAO  DE  LAUDO  TECNICO  E  SERVICOS  ESPECIALIZADOS CFE CONTRATO No 101/2018. PROCESSO 116/18 EDITAL 062/18 PREGAO 055/18 VIGENCIA 14.05.19";PRP;1;X;X;00000000000000;2019
8;801;10;122;5;2049;339039580200000;"33 90 39 58 02 00 00";40;0;0201900000130;2;1;2019;2.400,00;6350;0;N;47;2018;"LINK  DE  INTERNET  PARA  A  SECR.  DE  SAUDE  CONF CONTRATO No 058/2018. PROCESSO 102/18 DISPENSA 47/18 VIGENCIA 18.04.19";DPV;1;X;X;00000000000000;2019
7;702;15;452;10;2042;339039780000000;"33 90 39 78 00 00 00";1;0;0201900000131;2;1;2019;663.946,00;6911;0;N;6;2018;"COLETA  E TRANSPORTE ATE ATERRO LICENCIADO, DOS RESIDUOS SOLIDOS PRODUZIDOS NO  PERIMETRO    URBANO  DO  MUNICIPIO  DE  INDEPENDENCIA  CONF CONTRATO No 151/2018. VALOR MENSAL R$ 14.754,36 PROCESSO 121/18 EDITAL 64/18 TOMADA DE PRECOS 06/18 VIGENCIA 11.09.19";TMP;1;X;N;00000000000000;2019
5;503;27;812;3;2029;339039430000000;"33 90 39 43 00 00 00";1;0;0201900000132;2;1;2019;51,00;1169;0;N;0;0;"TARIFA  DE  ENERGIA  ELETRICA UTILIZADA NO ESTADIO MUNICIPAL REF. EXERCICIO 2019. MES: FAT. No: No CONOSCO: 3082467689 CONSUMO: NE COMPLEMENTAR A NE 50";DPV;1;X;X;00000000000000;2019
8;801;10;302;8;2065;339040040000000;"33 90 40 04 00 00 00";40;0;0201900000133;2;1;2019;500,00;6702;0;N;125;2017;"LOCACAO  DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS  DE    TRABALHO DO CENTRO DE URGENCIA E EMERGENCIA CONF CONTRATO No 002/2018. PROCESSO    315/17    EDITAL    138/17   PROCESSO  315/17  PREGAO  125/17 VIGENCIA 11.01.19";PRP;1;X;X;00000000000000;2019
8;801;10;302;8;2065;339040040000000;"33 90 40 04 00 00 00";40;0;0201900000133;29;1;2019;185,00;6702;0;N;125;2017;"CONTRATO ENCERRADO EM 11.01.19";PRP;1;X;X;00000000000000;2019
5;501;4;122;1;2016;339040040000000;"33 90 40 04 00 00 00";1;0;0201900000134;2;1;2019;500,00;6702;0;N;125;2017;"LOCACAO  DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS DE    TRABALHO DA SECRETARIA DE EDUCACAO CONF CONTRATO No 002/2018.  PROCESSO    315/17    EDITAL    138/17   PROCESSO  315/17  PREGAO  125/17 VIGENCIA 11.01.19";PRP;1;X;X;00000000000000;2019
6;601;26;122;1;2032;339040040000000;"33 90 40 04 00 00 00";1;0;0201900000135;2;1;2019;500,00;6702;0;N;125;2017;"LOCACAO  DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS  DE       TRABALHO DA SECRETARIA DE OBRAS E VIACAO CONF CONTRATO No 002/2018. PROCESSO    315/17    EDITAL    138/17   PROCESSO  315/17  PREGAO  125/17 VIGENCIA 11.01.19";PRP;1;X;X;00000000000000;2019
6;601;26;122;1;2032;339040040000000;"33 90 40 04 00 00 00";1;0;0201900000135;29;1;2019;191,50;6702;0;N;125;2017;"CONTRATO ENCERRADO EM 11.01.19";PRP;1;X;X;00000000000000;2019
4;401;4;123;1;2015;339040040000000;"33 90 40 04 00 00 00";1;0;0201900000136;2;1;2019;500,00;6702;0;N;125;2017;"LOCACAO  DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS DE    TRABALHO DO SETOR DE TESOURARIA CONF CONTRATO No 002/2018. PROCESSO    315/17    EDITAL    138/17   PROCESSO  315/17  PREGAO  125/17 VIGENCIA 11.01.19";PRP;1;X;X;00000000000000;2019
5;502;12;361;2;2018;339040040000000;"33 90 40 04 00 00 00";20;0;0201900000137;2;1;2019;1.500,00;2026;0;N;125;2017;"LOCACAO  DE IMPRESSORA COM SISTEMA DE IMPRESSAO DIGITAL PARA MANUTENCAO DAS ROTINAS  DE      TRABALHO DA ESCOLA PRESIDENTE GETULIO VARGAS CONF CONTRATO No 003/2018. PROCESSO    315/17    EDITAL    138/17   PROCESSO  315/17  PREGAO  125/17 VIGENCIA 11.01.19";PRP;1;X;X;00000000000000;2019
